90.2632,67
90.2633,4
90.2634,20
90.2635,31
90.2636,41
90.2637,2
90.2638,1
90.2639,2
90.2640,17
90.2641,3
90.2642,9
90.2643,14
90.2644,42
90.2645,38
90.2646,3
90.2647,180
90.2648,20
90.2649,37
90.2650,2
90.2651,17
